case_id,Country_Code,open_date,close_date,activation_date,removal_date,product_type,record_type,stage,id,status,create_date,scheduled_date,fulfilled_date,type,vendor,region,cycle_time
127805682-3,IT,,45340,45340,,Locker,Location Locker/Counter NA,Closed,208176476-8,Complete,1/6/24,1/11/24,2/18/24,Install,NSA,IT,43
675547842-3,IT,,,,,Apt Locker Pro,Location,,828271009-1,Fulfilled,1/7/24,1/11/24,1/28/24,Advertising,Redbox,IT,21
448241720-3,MX,,45444,45444,,Locker,Location Locker/Counter NA,Closed,436104001-X,Complete,5/16/24,5/18/24,6/1/24,Install,NSA,MX,16
312576014-3,ES,,,,,Apt Locker,Dobby,,864653093-0,Cancelled,4/9/24,4/14/24,,Decommission,Redbox,ES,
763462348-2,DE,,,,,Locker,Location Locker/Counter,,975451835-1,New,5/11/24,,,Advertising,NSA,DE,
269229805-5,MX,,,,,Apt Locker,Dobby,,560148729-4,New,3/2/24,,,Advertising,NSA,MX,
765290875-2,PT,,,,,Apt Locker,Dobby,,265846676-5,Cancelled,2/13/24,2/17/24,,Removal,Redbox,PT,
641186356-3,AT,,,,,Apt Locker,Dobby,,071434204-1,New,4/20/24,,,Removal,NSA,AT,
809698852-2,PT,,,,,Apt Locker,Dobby,Install,826592058-X,New,5/11/24,,,Install,Brendamour,PT,
791817227-2,FR,,,,,Locker,Location Locker/Counter,,834886951-4,Scheduled,4/4/24,4/6/24,,Removal,Brendamour,FR,
741489145-3,FR,,,,,Locker,Location Locker/Counter,,535160945-2,Cancelled,2/9/24,2/11/24,,Decommission,Brendamour,FR,
260089160-9,CA,,,,,Apt Locker,Dobby,,434710254-2,Scheduled,4/1/24,4/4/24,,Decommission,NSA,CA,
955844446-4,PT,,,,,Locker,Location Locker/Counter,,795926700-6,Scheduled,2/11/24,2/13/24,,Removal,Redbox,PT,
588868424-4,AT,,,,,Apt Locker,Dobby NA,,826462140-6,New,2/1/24,,,Removal,Redbox,AT,
923122848-X,IT,,,,,Apt Locker,Dobby NA,,643434368-X,Complete,4/25/24,4/27/24,5/7/24,Advertising,Redbox,IT,12
421743234-8,IT,,,,,Apt Locker,Dobby,,059919765-X,Complete,1/9/24,1/11/24,1/15/24,Advertising,Redbox,IT,6
739648821-4,US,,45369,45369,45369,Locker,Location Locker/Counter,Closed,174560816-8,Fulfilled,3/13/24,3/15/24,3/18/24,Removal,NSA,US,5
874817386-X,US,,,,,Locker,Location Locker/Counter NA,Compliance,226932370-X,New,4/11/24,,,Permit,Redbox,US,
289990331-4,AT,,,,,Apt Locker,Dobby,,486700132-5,Failure,5/30/24,6/3/24,,Decommission,NSA,AT,
132770706-3,PT,,,,,Apt Locker Pro,Location,,221214062-2,Scheduled,3/13/24,3/18/24,,Decommission,Redbox,PT,
082693723-3,CA,,,,,Locker,Location Locker/Counter,Compliance,767426393-2,Cancelled,1/18/24,1/22/24,,Permit,Redbox,CA,
447960190-2,JP,,45394,45394,,Apt Locker,Dobby NA,Closed,077396788-5,Complete,3/22/24,3/25/24,4/12/24,Install,NSA,JP,21
181372849-6,IT,,,,,Locker,Location Locker/Counter NA,Install,451353309-9,New,4/6/24,,,Install,NSA,IT,
777295981-8,DE,,,,,Apt Locker,Dobby NA,Compliance,515452747-X,Failure,4/2/24,4/7/24,,Permit,Brendamour,DE,
521391031-9,ES,,,,,Locker,Location Locker/Counter,,733578846-3,Failure,4/14/24,4/18/24,,Removal,NSA,ES,
807538221-8,CA,,,,,Locker,Location Locker/Counter,,564301512-9,Scheduled,3/14/24,3/19/24,,Removal,Redbox,CA,
952813848-9,ES,,45334,45334,45334,Locker,Location Locker/Counter NA,Closed,214845813-2,Complete,1/23/24,1/27/24,2/12/24,Decommission,NSA,ES,20
163036927-6,JP,,45432,45432,45432,Apt Locker,Dobby NA,Closed,348842842-7,Fulfilled,5/16/24,5/17/24,5/20/24,Decommission,Brendamour,JP,4
828538755-0,ES,,45444,45444,,Locker,Location Locker/Counter,Closed,497831366-X,Fulfilled,5/2/24,5/3/24,6/1/24,Install,Redbox,ES,30
772392494-1,AT,,,,,Apt Locker,Dobby NA,Compliance,965404143-X,Complete,4/21/24,4/23/24,5/4/24,Permit,Brendamour,AT,13
342878396-4,IT,,,,,Locker,Location Locker/Counter,,792120163-6,Cancelled,1/19/24,1/20/24,,Advertising,Brendamour,IT,
011998731-7,PT,,,,,Apt Locker,Dobby NA,Compliance,930706407-5,Complete,1/24/24,1/28/24,2/5/24,Permit,Redbox,PT,12
963436647-3,ES,,,,,Apt Locker,Dobby NA,Compliance,784461640-7,Fulfilled,2/6/24,2/8/24,2/23/24,Permit,Redbox,ES,17
647246627-0,US,,,,,Apt Locker,Dobby,Survey,994218047-8,Complete,6/1/24,6/2/24,6/9/24,Survey,NSA,US,8
762108579-7,AT,,,,,Apt Locker Pro,Location,,203633534-9,Cancelled,3/16/24,3/18/24,,Decommission,NSA,AT,
674414302-6,FR,,45349,45349,45349,Apt Locker Pro,Location,Closed,107822336-X,Fulfilled,2/9/24,2/13/24,2/27/24,Decommission,Redbox,FR,18
217912749-9,DE,,,,,Apt Locker,Dobby NA,Compliance,153281172-1,Fulfilled,2/2/24,2/5/24,2/18/24,Permit,Redbox,DE,16
247365561-8,FR,,,,,Locker,Location Locker/Counter NA,Survey,670599014-7,Fulfilled,1/13/24,1/18/24,1/24/24,Survey,NSA,FR,11
425604303-9,CA,,,,,Apt Locker,Dobby,,777156075-X,Complete,1/16/24,1/17/24,1/27/24,Advertising,Redbox,CA,11
365611492-7,IT,,,,,Locker,Location Locker/Counter NA,,358064141-7,Cancelled,1/27/24,1/28/24,,Decommission,Brendamour,IT,
344710844-4,FR,,45396,45396,45396,Locker,Location Locker/Counter,Closed,086647252-5,Fulfilled,4/5/24,4/8/24,4/14/24,Removal,NSA,FR,9
226706992-X,JP,,,,,Apt Locker,Dobby,Survey,416672162-3,Complete,2/14/24,2/17/24,3/3/24,Survey,Brendamour,JP,18
613978652-5,ES,,,,,Apt Locker,Dobby,Survey,769369537-0,Failure,2/14/24,2/15/24,,Survey,Brendamour,ES,
769573204-4,DE,,,,,Apt Locker,Dobby NA,Survey,977674601-2,Cancelled,5/7/24,5/8/24,,Survey,Brendamour,DE,
621181855-6,DE,,45374,45374,,Locker,Location Locker/Counter,Closed,489814290-7,Complete,3/4/24,3/9/24,3/23/24,Install,NSA,DE,19
699252059-8,AU,,,,,Apt Locker,Dobby,,775546548-9,Cancelled,1/19/24,1/23/24,,Advertising,NSA,AU,
066500226-2,FR,,,,,Locker,Location Locker/Counter,,841075119-4,Cancelled,1/26/24,1/29/24,,Removal,Redbox,FR,
149083597-0,DE,,,,,Apt Locker,Dobby,,953541527-1,Failure,3/12/24,3/16/24,,Decommission,Redbox,DE,
782056661-2,FR,,,,,Locker,Location Locker/Counter,,514084723-X,Scheduled,5/2/24,5/7/24,,Decommission,Redbox,FR,
622316289-8,FR,,,,,Locker,Location Locker/Counter NA,,711281055-8,Fulfilled,3/1/24,3/2/24,3/7/24,Advertising,Brendamour,FR,6
332517750-6,AT,,,,,Apt Locker,Dobby NA,,349584380-9,Cancelled,3/6/24,3/7/24,,Advertising,Brendamour,AT,
112683828-4,ES,,,,,Apt Locker Pro,Location,,904315283-8,Scheduled,12/31/23,1/4/24,,Advertising,NSA,ES,
458532088-1,ES,,,,,Locker,Location Locker/Counter NA,,164293288-4,New,3/16/24,,,Removal,Redbox,ES,
172302210-1,PT,,45433,45433,45433,Apt Locker,Dobby NA,Closed,658098650-6,Fulfilled,5/7/24,5/8/24,5/21/24,Decommission,Brendamour,PT,14
078011692-5,AT,,,,,Locker,Location Locker/Counter NA,,526630789-7,Failure,3/17/24,3/21/24,,Removal,Brendamour,AT,
810263945-8,ES,,,,,Apt Locker Pro,Location,Compliance,472203542-3,Scheduled,1/22/24,1/24/24,,Permit,Redbox,ES,
992480688-3,FR,,,,,Apt Locker,Dobby,Install,490122767-X,New,2/22/24,,,Install,Brendamour,FR,
725435448-X,DE,,,,,Apt Locker Pro,Location,Compliance,726750637-2,Cancelled,4/1/24,4/6/24,,Permit,Brendamour,DE,
095613664-8,ES,,,,,Locker,Location Locker/Counter NA,Install,409518645-3,New,4/15/24,,,Install,Brendamour,ES,
519050745-9,IT,,45366,45366,45366,Apt Locker Pro,Location,Closed,915522763-5,Complete,3/3/24,3/4/24,3/15/24,Removal,NSA,IT,12
593920774-X,ES,,,,,Locker,Location Locker/Counter NA,,515780110-6,Failure,3/23/24,3/26/24,,Advertising,Brendamour,ES,
374094359-9,DE,,,,,Apt Locker,Dobby NA,,055019048-1,Failure,4/9/24,4/14/24,,Removal,Brendamour,DE,
855418660-5,IT,,,,,Apt Locker,Dobby,,075351318-8,Cancelled,1/16/24,1/18/24,,Advertising,NSA,IT,
559537928-6,AU,,,,,Apt Locker,Dobby NA,Compliance,529881199-X,Cancelled,4/19/24,4/20/24,,Permit,NSA,AU,
126447800-3,CA,,,,,Apt Locker Pro,Location,Compliance,287057050-3,Fulfilled,2/22/24,2/27/24,3/1/24,Permit,Redbox,CA,8
184530396-2,ES,,,,,Locker,Location Locker/Counter NA,Install,728718075-8,Scheduled,2/27/24,2/28/24,,Install,NSA,ES,
240554778-3,ES,,,,,Locker,Location Locker/Counter,Survey,022229443-4,Scheduled,4/25/24,4/30/24,,Survey,Redbox,ES,
417125976-2,CA,,,,,Apt Locker,Dobby,Install,275144734-1,Failure,2/4/24,2/8/24,,Install,NSA,CA,
015678898-5,JP,,,,,Locker,Location Locker/Counter,,740218307-6,Cancelled,1/13/24,1/16/24,,Decommission,Redbox,JP,
526379104-6,CA,,,,,Apt Locker,Dobby,Install,889650175-X,Scheduled,2/27/24,2/28/24,,Install,Redbox,CA,
257227038-2,DE,,,,,Apt Locker,Dobby NA,Survey,194338329-4,Scheduled,2/6/24,2/7/24,,Survey,Brendamour,DE,
062196706-8,AT,,,,,Locker,Location Locker/Counter NA,,096098488-7,Complete,2/15/24,2/16/24,2/24/24,Advertising,NSA,AT,9
122039907-8,AT,,,,,Locker,Location Locker/Counter NA,,059748043-5,Failure,2/13/24,2/16/24,,Removal,Brendamour,AT,
967324020-5,AU,,,,,Apt Locker Pro,Location,Compliance,134702158-2,Scheduled,4/1/24,4/4/24,,Permit,Redbox,AU,
085354891-9,PT,,,,,Locker,Location Locker/Counter NA,,111352638-6,New,5/4/24,,,Advertising,Brendamour,PT,
291953975-2,JP,,,,,Apt Locker,Dobby,,293439810-2,New,1/14/24,,,Decommission,Brendamour,JP,
280278810-8,DE,,,,,Apt Locker Pro,Location,,370210394-5,Cancelled,1/24/24,1/27/24,,Advertising,Redbox,DE,
964953967-0,PT,,,,,Locker,Location Locker/Counter NA,,759087891-X,New,5/26/24,,,Decommission,NSA,PT,
454594622-4,MX,,45428,45428,45428,Apt Locker,Dobby,Closed,183939676-8,Fulfilled,5/6/24,5/8/24,5/16/24,Decommission,Redbox,MX,10
009702134-2,JP,,45358,45358,,Apt Locker,Dobby,Closed,357524418-9,Complete,2/10/24,2/13/24,3/7/24,Install,Brendamour,JP,26
425177255-5,JP,,,,,Apt Locker Pro,Location,,697876461-2,Failure,3/20/24,3/25/24,,Decommission,Brendamour,JP,
468973786-X,JP,,,,,Locker,Location Locker/Counter NA,Compliance,742461025-2,New,2/7/24,,,Permit,NSA,JP,
669920829-2,MX,,,,,Locker,Location Locker/Counter NA,,161628587-7,Failure,3/9/24,3/14/24,,Decommission,Redbox,MX,
547025373-2,PT,,45324,45324,45324,Locker,Location Locker/Counter,Closed,551070561-2,Fulfilled,1/15/24,1/16/24,2/2/24,Decommission,Brendamour,PT,18
201684506-6,DE,,,,,Apt Locker,Dobby NA,,753071402-3,Failure,2/27/24,2/28/24,,Decommission,Brendamour,DE,
689316568-4,MX,,,,,Apt Locker,Dobby,,364250489-2,Cancelled,1/21/24,1/22/24,,Advertising,Brendamour,MX,
597009867-1,JP,,,,,Locker,Location Locker/Counter,Install,151210899-5,Failure,1/18/24,1/19/24,,Install,Brendamour,JP,
392069526-7,MX,,,,,Locker,Location Locker/Counter NA,Survey,969240175-8,Cancelled,1/18/24,1/19/24,,Survey,Brendamour,MX,
689853128-X,IT,,,,,Locker,Location Locker/Counter NA,,918809459-6,Fulfilled,4/29/24,5/3/24,5/15/24,Advertising,Redbox,IT,16
345112484-X,US,,,,,Locker,Location Locker/Counter NA,Survey,606584217-6,Complete,5/8/24,5/12/24,5/28/24,Survey,NSA,US,20
827268366-0,DE,,,,,Locker,Location Locker/Counter,,104858290-6,Failure,4/13/24,4/14/24,,Removal,Redbox,DE,
693843902-8,PT,,,,,Apt Locker Pro,Location,Install,230536023-1,Scheduled,3/21/24,3/25/24,,Install,NSA,PT,
966148042-7,US,,,,,Locker,Location Locker/Counter NA,Compliance,425920863-2,Failure,2/7/24,2/11/24,,Permit,Redbox,US,
380909168-5,JP,,,,,Locker,Location Locker/Counter,,852253765-8,Fulfilled,4/26/24,4/28/24,5/14/24,Advertising,Redbox,JP,18
656386589-5,IT,,,,,Apt Locker,Dobby NA,Install,099772132-4,New,2/4/24,,,Install,Redbox,IT,
508763672-1,MX,,,,,Apt Locker,Dobby,Compliance,237259797-3,Fulfilled,4/13/24,4/18/24,5/6/24,Permit,NSA,MX,23
658916804-0,PT,,,,,Apt Locker,Dobby,Install,940171564-5,New,3/17/24,,,Install,Brendamour,PT,
088135744-8,FR,,,,,Apt Locker,Dobby NA,Compliance,796132601-4,Fulfilled,5/14/24,5/18/24,5/25/24,Permit,Redbox,FR,11
316193613-2,DE,,,,,Apt Locker,Dobby NA,,442331705-2,Scheduled,3/8/24,3/9/24,,Decommission,Redbox,DE,
517153698-8,AU,,,,,Apt Locker Pro,Location,,766684407-7,Failure,1/20/24,1/22/24,,Removal,Redbox,AU,
404028643-X,ES,,,,,Apt Locker,Dobby NA,Survey,722375189-4,Cancelled,2/29/24,3/5/24,,Survey,NSA,ES,
490706730-5,US,,,,,Locker,Location Locker/Counter,Compliance,314362599-6,Fulfilled,1/27/24,1/29/24,2/4/24,Permit,Brendamour,US,8
594698976-6,IT,,,,,Apt Locker Pro,Location,,086863058-6,Complete,3/25/24,3/27/24,4/4/24,Advertising,NSA,IT,10
045317333-0,FR,,45423,45423,,Apt Locker,Dobby,Closed,665498661-X,Fulfilled,4/17/24,4/20/24,5/11/24,Install,NSA,FR,24
594772207-0,DE,,,,,Apt Locker Pro,Location,,678321857-0,Cancelled,2/4/24,2/5/24,,Decommission,Brendamour,DE,
045537441-4,JP,,,,,Apt Locker Pro,Location,Compliance,306474949-8,Cancelled,4/13/24,4/18/24,,Permit,Brendamour,JP,
122699651-5,CA,,,,,Apt Locker,Dobby,Compliance,104414788-1,Failure,1/20/24,1/22/24,,Permit,Redbox,CA,
421254973-5,DE,,,,,Locker,Location Locker/Counter NA,Survey,739642036-9,Cancelled,1/29/24,2/1/24,,Survey,NSA,DE,
095984109-1,AT,,45439,45439,,Apt Locker Pro,Location,Closed,992250534-7,Complete,4/25/24,4/26/24,5/27/24,Install,Redbox,AT,32
849383053-4,MX,,45342,45342,45342,Locker,Location Locker/Counter,Closed,188219347-4,Complete,2/9/24,2/14/24,2/20/24,Removal,Brendamour,MX,11
864315730-9,MX,,,,,Apt Locker,Dobby,Survey,822102403-1,Failure,1/8/24,1/10/24,,Survey,NSA,MX,
714392917-4,DE,,,,,Apt Locker,Dobby,,788423423-8,New,5/8/24,,,Decommission,Brendamour,DE,
967378103-6,FR,,45310,45310,45310,Apt Locker Pro,Location,Closed,423414990-X,Fulfilled,1/15/24,1/16/24,1/19/24,Decommission,Redbox,FR,4
119436091-2,CA,,,,,Apt Locker,Dobby NA,Compliance,299879941-8,Fulfilled,2/24/24,2/29/24,3/12/24,Permit,NSA,CA,17
435528360-7,AT,,,,,Locker,Location Locker/Counter NA,Survey,466120890-0,Scheduled,1/8/24,1/12/24,,Survey,Brendamour,AT,
083432912-3,ES,,,,,Apt Locker,Dobby NA,,790227429-1,Complete,5/23/24,5/26/24,6/3/24,Advertising,NSA,ES,11
879786777-2,ES,,,,,Apt Locker,Dobby,Install,332200134-2,Cancelled,5/29/24,5/31/24,,Install,NSA,ES,
783567939-6,JP,,,,,Locker,Location Locker/Counter,Survey,723833481-X,Cancelled,5/30/24,6/4/24,,Survey,Redbox,JP,
681119619-X,CA,,45438,45438,45438,Locker,Location Locker/Counter,Closed,857173784-3,Complete,5/14/24,5/16/24,5/26/24,Decommission,NSA,CA,12
238060077-5,PT,,,,,Locker,Location Locker/Counter,,788190905-6,Scheduled,4/1/24,4/3/24,,Decommission,NSA,PT,
984525913-8,AU,,,,,Apt Locker Pro,Location,,897048415-9,Failure,5/28/24,5/30/24,,Removal,Redbox,AU,
543276854-2,ES,,,,,Locker,Location Locker/Counter,Survey,770011075-1,Scheduled,3/4/24,3/8/24,,Survey,Brendamour,ES,
782139275-8,DE,,,,,Apt Locker,Dobby,,515547774-3,Scheduled,4/7/24,4/11/24,,Removal,Brendamour,DE,
641654994-8,US,,,,,Locker,Location Locker/Counter NA,Compliance,474937533-0,New,5/20/24,,,Permit,Brendamour,US,
950171502-7,MX,,,,,Locker,Location Locker/Counter,,703145821-8,Complete,5/30/24,6/3/24,6/19/24,Advertising,NSA,MX,20
076179478-6,JP,,,,,Apt Locker,Dobby NA,Compliance,191572267-5,New,5/19/24,,,Permit,Brendamour,JP,
445062325-8,ES,,,,,Apt Locker Pro,Location,,585671262-5,New,1/13/24,,,Removal,Brendamour,ES,
958468374-8,PT,,,,,Locker,Location Locker/Counter NA,,665188680-0,Fulfilled,1/20/24,1/25/24,2/4/24,Advertising,Redbox,PT,15
617372263-1,PT,,,,,Apt Locker,Dobby NA,,069705218-4,Scheduled,5/9/24,5/14/24,,Decommission,NSA,PT,
583599688-8,US,,,,,Apt Locker,Dobby,Compliance,936669101-3,Complete,1/29/24,2/1/24,2/11/24,Permit,NSA,US,13
575916161-X,CA,,,,,Locker,Location Locker/Counter,Survey,514865105-9,Cancelled,4/6/24,4/9/24,,Survey,NSA,CA,
507031577-3,FR,,,,,Apt Locker Pro,Location,Install,857363399-9,Failure,2/11/24,2/16/24,,Install,NSA,FR,
759887509-X,PT,,,,,Locker,Location Locker/Counter,Survey,801013353-1,New,3/27/24,,,Survey,NSA,PT,
637454998-8,DE,,,,,Locker,Location Locker/Counter NA,,456750255-8,Scheduled,2/29/24,3/4/24,,Removal,Redbox,DE,
544847571-X,PT,,,,,Apt Locker Pro,Location,,497171125-2,Failure,1/30/24,2/3/24,,Removal,Brendamour,PT,
059962479-5,DE,,,,,Locker,Location Locker/Counter,,010889167-4,Scheduled,5/24/24,5/27/24,,Advertising,Redbox,DE,
011070336-7,CA,,,,,Locker,Location Locker/Counter,,252335189-7,Complete,3/23/24,3/24/24,4/3/24,Advertising,Brendamour,CA,11
833662228-4,FR,,,,,Apt Locker Pro,Location,Survey,545644413-5,Cancelled,2/22/24,2/25/24,,Survey,NSA,FR,
596502448-7,IT,,,,,Locker,Location Locker/Counter,Compliance,392031590-1,Failure,2/12/24,2/17/24,,Permit,Brendamour,IT,
793381599-5,PT,,,,,Locker,Location Locker/Counter,,476407629-2,New,4/17/24,,,Removal,Redbox,PT,
211743287-5,DE,,45416,45416,,Apt Locker Pro,Location,Closed,758549334-7,Complete,4/5/24,4/7/24,5/4/24,Install,NSA,DE,29
784731481-9,FR,,,,,Apt Locker,Dobby NA,Survey,954075034-2,Failure,5/29/24,5/30/24,,Survey,Redbox,FR,
567210854-7,DE,,,,,Locker,Location Locker/Counter NA,,224126135-1,New,4/21/24,,,Removal,Redbox,DE,
584733348-X,JP,,,,,Apt Locker,Dobby NA,,866129726-5,New,3/1/24,,,Advertising,Brendamour,JP,
145607366-4,AU,,45374,45374,,Apt Locker,Dobby,Closed,610470306-2,Complete,2/14/24,2/16/24,3/23/24,Install,Redbox,AU,38
517220780-5,IT,,,,,Apt Locker,Dobby NA,Compliance,098967709-5,Cancelled,3/1/24,3/3/24,,Permit,NSA,IT,
200968128-2,FR,,,,,Apt Locker,Dobby NA,Install,835571913-1,Cancelled,3/19/24,3/20/24,,Install,Brendamour,FR,
072030340-0,FR,,,,,Locker,Location Locker/Counter NA,,292898722-3,Failure,5/12/24,5/17/24,,Decommission,Redbox,FR,
517517774-5,PT,,,,,Locker,Location Locker/Counter NA,Compliance,391299669-5,Fulfilled,5/25/24,5/27/24,6/5/24,Permit,Redbox,PT,11
418880599-4,US,,,,,Apt Locker,Dobby NA,Survey,706811809-7,Cancelled,4/11/24,4/14/24,,Survey,Redbox,US,
859979883-9,ES,,,,,Apt Locker Pro,Location,Survey,770244651-X,Complete,5/10/24,5/11/24,5/15/24,Survey,Redbox,ES,5
799206157-8,PT,,,,,Apt Locker,Dobby,Compliance,100104425-8,New,3/2/24,,,Permit,Redbox,PT,
258264354-8,IT,,45435,45435,45435,Apt Locker Pro,Location,Closed,514993773-8,Fulfilled,5/8/24,5/13/24,5/23/24,Decommission,Redbox,IT,15
630290784-5,AU,,,,,Locker,Location Locker/Counter NA,Install,702552362-3,Cancelled,4/7/24,4/11/24,,Install,Redbox,AU,
177631960-5,ES,,,,,Locker,Location Locker/Counter,Survey,981634742-3,Failure,5/1/24,5/4/24,,Survey,Brendamour,ES,
713637734-X,CA,,,,,Apt Locker,Dobby NA,Compliance,362870389-1,Complete,5/18/24,5/20/24,6/7/24,Permit,Redbox,CA,20
444152808-6,AU,,,,,Apt Locker Pro,Location,,715597530-3,Cancelled,1/17/24,1/21/24,,Decommission,NSA,AU,
533231409-4,AU,,,,,Locker,Location Locker/Counter,Install,397615852-6,Scheduled,4/25/24,4/30/24,,Install,NSA,AU,
344288900-6,PT,,,,,Apt Locker,Dobby NA,,611083060-7,Cancelled,1/7/24,1/9/24,,Advertising,Brendamour,PT,
167032872-4,ES,,45368,45368,45368,Apt Locker,Dobby NA,Closed,883908885-7,Fulfilled,2/25/24,3/1/24,3/17/24,Decommission,Brendamour,ES,21
161419410-6,FR,,,,,Apt Locker,Dobby,Compliance,334368153-9,Cancelled,1/9/24,1/11/24,,Permit,NSA,FR,
968281566-5,FR,,,,,Apt Locker,Dobby NA,,691065579-6,Failure,1/14/24,1/17/24,,Advertising,Brendamour,FR,
986166298-7,AU,,,,,Locker,Location Locker/Counter,Survey,459528805-0,Scheduled,2/10/24,2/13/24,,Survey,NSA,AU,
144071818-0,DE,,,,,Apt Locker,Dobby NA,,238518252-1,Failure,5/14/24,5/19/24,,Decommission,NSA,DE,
552505327-6,AU,,,,,Apt Locker,Dobby NA,,918739246-1,Scheduled,3/16/24,3/19/24,,Advertising,Brendamour,AU,
996094519-7,JP,,,,,Apt Locker,Dobby,,302148140-X,Failure,2/13/24,2/18/24,,Removal,Redbox,JP,
635778157-6,AU,,,,,Locker,Location Locker/Counter NA,Survey,903688350-4,New,4/6/24,,,Survey,Redbox,AU,
238159029-3,IT,,,,,Locker,Location Locker/Counter,,616533916-6,Cancelled,5/31/24,6/1/24,,Decommission,Brendamour,IT,
114198353-2,US,,,,,Apt Locker Pro,Location,Compliance,398232125-5,Complete,2/26/24,2/29/24,3/17/24,Permit,NSA,US,20
059368416-8,ES,,,,,Locker,Location Locker/Counter,Install,207743441-4,Cancelled,2/1/24,2/5/24,,Install,Brendamour,ES,
051374451-7,CA,,,,,Apt Locker,Dobby NA,,339961202-8,Failure,3/15/24,3/19/24,,Removal,Brendamour,CA,
651657103-1,US,,,,,Apt Locker Pro,Location,Compliance,291223582-0,Scheduled,3/17/24,3/19/24,,Permit,Redbox,US,
066483262-8,CA,,,,,Locker,Location Locker/Counter NA,Survey,763260621-1,Cancelled,1/3/24,1/7/24,,Survey,NSA,CA,
947312210-1,ES,,,,,Apt Locker Pro,Location,Survey,866710377-2,Scheduled,1/17/24,1/18/24,,Survey,NSA,ES,
727586581-5,JP,,,,,Apt Locker Pro,Location,,055489243-X,Fulfilled,2/6/24,2/11/24,2/18/24,Advertising,Brendamour,JP,12
326820297-7,CA,,,,,Apt Locker,Dobby NA,Compliance,119545900-9,Complete,2/10/24,2/11/24,2/15/24,Permit,NSA,CA,5
284196875-8,US,,,,,Apt Locker Pro,Location,,479426890-4,Cancelled,1/17/24,1/22/24,,Decommission,Brendamour,US,
778921270-2,FR,,,,,Apt Locker Pro,Location,,040951833-6,New,5/16/24,,,Decommission,NSA,FR,
596894342-4,FR,,,,,Apt Locker,Dobby,Survey,824904555-6,Complete,4/30/24,5/5/24,5/16/24,Survey,NSA,FR,16
805248142-2,DE,,,,,Apt Locker,Dobby,Compliance,746556497-2,New,2/15/24,,,Permit,NSA,DE,
038662909-9,AU,,45381,45381,45381,Apt Locker Pro,Location,Closed,577271951-3,Fulfilled,3/16/24,3/18/24,3/30/24,Removal,NSA,AU,14
997114667-3,IT,,,,,Locker,Location Locker/Counter,Survey,253638822-0,Cancelled,5/23/24,5/26/24,,Survey,NSA,IT,
966956193-0,AU,,,,,Apt Locker,Dobby,Install,800517717-8,Cancelled,5/13/24,5/17/24,,Install,NSA,AU,
623621719-X,ES,,,,,Locker,Location Locker/Counter,Install,580492232-7,Cancelled,5/1/24,5/2/24,,Install,Redbox,ES,
127842985-9,US,,,,,Locker,Location Locker/Counter,,783863800-3,Cancelled,1/5/24,1/7/24,,Decommission,Brendamour,US,
487753188-2,MX,,,,,Locker,Location Locker/Counter,Survey,103682183-8,Cancelled,3/8/24,3/9/24,,Survey,NSA,MX,
051739612-2,US,,,,,Apt Locker,Dobby NA,,384739899-7,New,5/15/24,,,Removal,Redbox,US,
086794310-6,ES,,,,,Apt Locker,Dobby NA,Compliance,676416377-4,Complete,2/21/24,2/22/24,3/8/24,Permit,Brendamour,ES,16
832294027-0,AT,,,,,Locker,Location Locker/Counter NA,Install,185293493-X,Cancelled,3/15/24,3/20/24,,Install,Brendamour,AT,
925745141-0,JP,,,,,Locker,Location Locker/Counter,,196606355-5,Scheduled,1/23/24,1/26/24,,Removal,Redbox,JP,
379626727-0,DE,,,,,Locker,Location Locker/Counter NA,,325287535-7,Failure,4/14/24,4/16/24,,Decommission,Redbox,DE,
245454576-4,AU,,,,,Apt Locker,Dobby,Compliance,476872582-1,Failure,4/7/24,4/11/24,,Permit,Brendamour,AU,
584222459-3,DE,,,,,Locker,Location Locker/Counter NA,Install,042556632-3,Cancelled,2/2/24,2/3/24,,Install,Redbox,DE,
358981027-0,AT,,,,,Locker,Location Locker/Counter NA,Install,886501926-3,Scheduled,5/6/24,5/10/24,,Install,Redbox,AT,
381391354-6,AU,,,,,Locker,Location Locker/Counter,Survey,577699221-4,Complete,2/9/24,2/11/24,2/26/24,Survey,NSA,AU,17
709428918-9,DE,,,,,Apt Locker,Dobby NA,Install,627819449-X,New,1/31/24,,,Install,NSA,DE,
118582293-3,PT,,45477,45477,,Apt Locker Pro,Location,Closed,613173523-9,Complete,6/1/24,6/4/24,7/4/24,Install,Brendamour,PT,33
767030894-X,ES,,,,,Apt Locker Pro,Location,,069580741-2,Cancelled,4/3/24,4/8/24,,Decommission,Redbox,ES,
672906565-6,FR,,,,,Apt Locker Pro,Location,,569318249-5,Cancelled,2/26/24,3/2/24,,Removal,Redbox,FR,
936430307-5,US,,,,,Apt Locker,Dobby,Compliance,486696369-7,Complete,5/23/24,5/28/24,6/3/24,Permit,Redbox,US,11
561552810-9,IT,,45385,45385,45385,Locker,Location Locker/Counter NA,Closed,677351909-8,Fulfilled,3/23/24,3/27/24,4/3/24,Removal,Brendamour,IT,11
803890659-4,DE,,,,,Apt Locker,Dobby NA,Survey,068890732-6,Fulfilled,4/11/24,4/16/24,4/28/24,Survey,Brendamour,DE,17
324507315-1,AT,,,,,Apt Locker Pro,Location,Compliance,207854047-1,Cancelled,2/18/24,2/19/24,,Permit,Redbox,AT,
